year,search term,sentiment score,Number of comments,Negative Comments,Neutral Comments,Positive Comments
2014,interview,0.45946891891891883,74,13,5,56
2015,interview,0.4551142857142857,7,1,0,6
2016,interview,0.46558244274809135,131,26,7,98
2017,interview,0.47981992031872545,251,43,17,191
2018,interview,0.4856044198895027,181,30,17,134
2019,interview,0.44942297297297296,74,13,10,51
2020,interview,0.7320333333333334,9,1,0,8
